Index;Altitude;Certification;Code postal;Consommation;Année Construction;kgCO2;Coût des travaux;€/m²;kgCO2/€;Département;Emission CO2;Emission CO3;Fiabilité;Livraison;Niv. énergetique;Permis;Respect Effinergie+;Respect RT2012;SDP;SRT;Shon;Shon RT;Surface;Surface reglementaire;Travaux;Type bâtiment;Usage principal;Ville;Zone climatique;_graph-conso-globale_5 usages réglementaires;_graph-conso-globale_Autres Usages;_graph-conso-globale_Mobilité / Déplacements;_graph-pie-contrib_Chantier;_graph-pie-contrib_Eau;_graph-pie-contrib_Energie;_graph-pie-contrib_Produits de Constructions et Equipements;E,GES;_graph-pie-decomp-composant_Appareils élévateurs;_graph-pie-decomp-composant_Chauffage, ventilation, ECS, froid;_graph-pie-decomp-composant_Cloisonnement, Doublage, Menuiseries intérieures;_graph-pie-decomp-composant_Couverture,Charpente, Étanchéité;_graph-pie-decomp-composant_Equipements de production d’énergie;_graph-pie-decomp-composant_Façades et menuiseries extérieures;_graph-pie-decomp-composant_Fluides frigorigènes;_graph-pie-decomp-composant_Fondations et infrastructures;_graph-pie-decomp-composant_Maçonnerie, Superstructure;_graph-pie-decomp-composant_Revêtements sol mur et plafonds, chapes, décoration;_graph-pie-decomp-composant_Réseaux de communication;_graph-pie-decomp-composant_Réseaux d’énergie;_graph-pie-decomp-composant_Sanitaire;_graph-pie-decomp-composant_VRD;Colonne2;_graph-pie-eges_obs_Chauffage;_graph-pie-eges_obs_ECS;_graph-pie-eges_obs_Eclairage;_graph-pie-eges_obs_Refroidissement;_graph-pie-eges_obs_VMC & Auxiliaires;_graph-pie-perf_obs_Auxiliaires;_graph-pie-perf_obs_Chauffage;_graph-pie-perf_obs_ECS;_graph-pie-perf_obs_Eclairage;_graph-pie-perf_obs_Refroidissement;_graph-pie-perf_obs_VMC;Colonne1;_graph-pie-phase_Construction;_graph-pie-phase_Fin de vie;_graph-pie-phase_Production;_graph-pie-phase_Utilisation;_graph-pie-repart_deperd2_Autres planchers hauts et toitures (A2);_graph-pie-repart_deperd2_Liaisons plancher bas avec mur (L8);_graph-pie-repart_deperd2_Liaisons plancher haut A3 avec mur (L10);_graph-pie-repart_deperd2_Liaisons plancher intermédiaire avec mur (L9);_graph-pie-repart_deperd2_Parois verticales opaques (A1);_graph-pie-repart_deperd2_Parois vitrées non résidentiel (A6);_graph-pie-repart_deperd2_Parois vitrées résidentiel (A7);_graph-pie-repart_deperd2_Planchers bas (A4);_graph-pie-repart_deperd2_Planchers hauts en béton ou en maçonnerie (A3);_graph-pie-repart_deperd2_Portes (A5);Colonne3;_graph_donne_eco_Autres;_graph_donne_eco_Chauffage - VMC - Plomberie;_graph_donne_eco_Chauffage, ECS, Ventilation;_graph_donne_eco_Clos Couvert;kgCO2/€ Clos couvert;_graph_donne_eco_ENR;_graph_donne_eco_Electricité;_graph_donne_eco_Electricité - PV;_graph_donne_eco_Gros Oeuvre - Structure - Bardage;kgCO2/€ gros œuvre structure bardage;_graph_donne_eco_Second Œuvre3;kgCO2/€ second œuvre;_graph_donne_eco_Système CVC - Electricité;_index_num;_repart_deperd_Baies en hiver;_repart_deperd_Murs;_repart_deperd_Plancher bas;_repart_deperd_Ponts thermiques;_repart_deperd_Toitures;url
8851;172;;57155;;1980;;;;;;;0;Perf In Mind. Contrat Climat Energie;06-2016;BBC-Effinergie Rénovation;;;;;;;;;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Marly;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;8851;;;;;;https://www.observatoirebbc.org/projets/renovation/8851
2276;150;;57190;59.99;;;;0;;;;0;Certifié;12-2011;BBC-Effinergie;2009-08-01;;;;;1900;;1900;;Neuf - RT 2005;Logements collectifs - Privé;Habitation Logement collectif;FLORANGE;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;4.43;18.62;25.23;7.29;;3.39;;;;;;;32.09;;159.13;252.76;;288.73;51.29;39.83;61.03;0;;;;;;;;;;;;;;2276;;;;;;https://www.observatoirebbc.org/projets/neuf/2276
2276;150;;57190;59.99;;;;0;;;;0;Certifié;12-2011;BBC-Effinergie;2009-08-01;;;;;1900;;1900;;Neuf - RT 2005;Logements collectifs - Privé;Habitation Logement collectif;FLORANGE;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;4.43;18.62;25.23;7.29;;3.39;;;;;;;32.09;;159.13;252.76;;288.73;51.29;39.83;61.03;0;;;;;;;;;;;;;;2276;;;;;;https://www.observatoirebbc.org/projets/renovation/2276
5947;220;;57220;98.4;1983;;;0;;;25;1250;Certifié;03-2016;BBC-Effinergie Rénovation;;;;;;988;;988;;Rénovation - RT ex;Maisons groupées - Public;Habitation Logement individuel;Boulay;H1b;;;;;;;;0;;;;;;;;;;;;;;;;14.95;10.32;0.21;;0.22;1.95;60.06;41.43;7.71;;7.02;;;;;;99;5;55;115;138;143;68;517;;48;0;;;;;;;;;;;;;;5947;;;;;;https://www.observatoirebbc.org/projets/neuf/5947
5947;220;;57220;98.4;1983;;;0;;;25;1250;Certifié;03-2016;BBC-Effinergie Rénovation;;;;;;988;;988;;Rénovation - RT ex;Maisons groupées - Public;Habitation Logement individuel;Boulay;H1b;;;;;;;;0;;;;;;;;;;;;;;;;14.95;10.32;0.21;;0.22;1.95;60.06;41.43;7.71;;7.02;;;;;;99;5;55;115;138;143;68;517;;48;0;;;;;;;;;;;;;;5947;;;;;;https://www.observatoirebbc.org/projets/renovation/5947
2011;269;;57230;61;;;;0;;;;0;Certifié;;BBC-Effinergie;;;;;;126;;126;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;PHILIPPSBOURG;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;2.29;32.86;16.89;6.92;;1.99;;;;;;8.52;2.29;;2.09;11.42;;25.78;13.41;;2.52;0;;;;;;;;;;;;;;2011;;;;;;https://www.observatoirebbc.org/projets/neuf/2011
2027;;;57230;50.63;;;;0;;;;0;Certifié;02-2010;BBC-Effinergie;2010-06-01;;;;;149;;149;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;BAERENTHAL;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;5.4;14.7;21.19;7.64;;1.71;;;;;;5.43;2.29;;2.04;15.97;;25.83;13.33;;2.5;0;;;;;;;;;;;;;;2027;;;;;;https://www.observatoirebbc.org/projets/neuf/2027
2011;269;;57230;61;;;;0;;;;0;Certifié;;BBC-Effinergie;;;;;;126;;126;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;PHILIPPSBOURG;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;2.29;32.86;16.89;6.92;;1.99;;;;;;8.52;2.29;;2.09;11.42;;25.78;13.41;;2.52;0;;;;;;;;;;;;;;2011;;;;;;https://www.observatoirebbc.org/projets/renovation/2011
2027;;;57230;50.63;;;;0;;;;0;Certifié;02-2010;BBC-Effinergie;2010-06-01;;;;;149;;149;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;BAERENTHAL;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;5.4;14.7;21.19;7.64;;1.71;;;;;;5.43;2.29;;2.04;15.97;;25.83;13.33;;2.5;0;;;;;;;;;;;;;;2027;;;;;;https://www.observatoirebbc.org/projets/renovation/2027
2034;200;;57245;62.22;;;;0;;;;0;Certifié;;BBC-Effinergie;;;;;;172;;172;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;PELTRE;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;3.94;40.8;8.67;6.84;;1.97;;;;;;2.52;3.09;5.75;5.43;38.36;;33.97;20.55;13.82;9.71;0;;;;;;;;;;;;;;2034;;;;;;https://www.observatoirebbc.org/projets/neuf/2034
2034;200;;57245;62.22;;;;0;;;;0;Certifié;;BBC-Effinergie;;;;;;172;;172;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;PELTRE;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;3.94;40.8;8.67;6.84;;1.97;;;;;;2.52;3.09;5.75;5.43;38.36;;33.97;20.55;13.82;9.71;0;;;;;;;;;;;;;;2034;;;;;;https://www.observatoirebbc.org/projets/renovation/2034
9407;170;;57280;64.43;1976;;;0;;;12;600;Certifié;02-2021;BBC-Effinergie Rénovation;;;;;;1419;;1419;;Rénovation - RT ex;Logements collectifs - Privé;Habitation Logement collectif;Maizières;H1b;;;;;;;;0;;;;;;;;;;;;;;;;6.36;6.34;0.25;;0.1;2.37;25.55;25.47;9.39;;1.76;;;;;;;60;25;14;167;49;180;100;83;34;0;;;;;;;;;;;;;;9407;;;;;;https://www.observatoirebbc.org/projets/neuf/9407
9407;170;;57280;64.43;1976;;;0;;;12;600;Certifié;02-2021;BBC-Effinergie Rénovation;;;;;;1419;;1419;;Rénovation - RT ex;Logements collectifs - Privé;Habitation Logement collectif;Maizières;H1b;;;;;;;;0;;;;;;;;;;;;;;;;6.36;6.34;0.25;;0.1;2.37;25.55;25.47;9.39;;1.76;;;;;;;60;25;14;167;49;180;100;83;34;0;;;;;;;;;;;;;;9407;;;;;;https://www.observatoirebbc.org/projets/renovation/9407
1934;260;;57340;63.55;;;;0;;;14;700;Certifié;;BBC-Effinergie;;;;;;152;;152;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;MORHANGE;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;3.68;39.31;11.07;7.26;;2.23;;;;;;13.14;4.09;;;39.35;;24.42;20.36;;5.18;0;;;;;;;;;;;;;;1934;;;;;;https://www.observatoirebbc.org/projets/neuf/1934
1934;260;;57340;63.55;;;;0;;;14;700;Certifié;;BBC-Effinergie;;;;;;152;;152;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;MORHANGE;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;3.68;39.31;11.07;7.26;;2.23;;;;;;13.14;4.09;;;39.35;;24.42;20.36;;5.18;0;;;;;;;;;;;;;;1934;;;;;;https://www.observatoirebbc.org/projets/renovation/1934
7328;192;;57360;102.71;1970;;;0;;;;0;Certifié;02-2016;BBC-Effinergie Rénovation;;;;;;4232;;5288;;Rénovation - RT ex;Logements collectifs - Privé;Habitation Logement collectif;Amnéville;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101.09;110.78;336.45;1631.76;;1362.94;38.63;114.89;34.69;0;;;;;;;;;;;;;;7328;;;;;;https://www.observatoirebbc.org/projets/neuf/7328
9459;;;57360;87.5;;;;;;;22;1100;Certifié;12-2020;BBC-Effinergie Rénovation;;;;;;1400;;;;Rénovation - RT ex;Logements collectifs - Public;Habitation Logement collectif;Amneville les Thermes;H1b;;;;;;;;0;;;;;;;;;;;;;;;;13.65;6.01;0.16;;0.07;1.56;54.83;24.15;5.8;;1.16;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9459;;;;;;https://www.observatoirebbc.org/projets/neuf/9459
7328;192;;57360;102.71;1970;;;0;;;;0;Certifié;02-2016;BBC-Effinergie Rénovation;;;;;;4232;;5288;;Rénovation - RT ex;Logements collectifs - Privé;Habitation Logement collectif;Amnéville;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101.09;110.78;336.45;1631.76;;1362.94;38.63;114.89;34.69;0;;;;;;;;;;;;;;7328;;;;;;https://www.observatoirebbc.org/projets/renovation/7328
9459;;;57360;87.5;;;;;;;22;1100;Certifié;12-2020;BBC-Effinergie Rénovation;;;;;;1400;;;;Rénovation - RT ex;Logements collectifs - Public;Habitation Logement collectif;Amneville les Thermes;H1b;;;;;;;;0;;;;;;;;;;;;;;;;13.65;6.01;0.16;;0.07;1.56;54.83;24.15;5.8;;1.16;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9459;;;;;;https://www.observatoirebbc.org/projets/renovation/9459
2031;280;;57380;64.5;2012;;;0;;;;0;Certifié;09-2009;BBC-Effinergie;;;;;;133;;133;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;FAULQUEMONT;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.46;2.46;;2.18;12.2;;30.57;13.63;;2.52;0;;;;;;;;;;;;;;2031;;;;;;https://www.observatoirebbc.org/projets/neuf/2031
2031;280;;57380;64.5;2012;;;0;;;;0;Certifié;09-2009;BBC-Effinergie;;;;;;133;;133;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;FAULQUEMONT;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.46;2.46;;2.18;12.2;;30.57;13.63;;2.52;0;;;;;;;;;;;;;;2031;;;;;;https://www.observatoirebbc.org/projets/renovation/2031
7797;322;;57390;33;2018;;;0;;;16;800;Certifié;09-2018;Bepos Effinergie 2013 - E3C1;2016-05-01;;;;2856;;;4176;;Neuf - RT 2012;Logements collectifs - Privé;;Audun-le-Tiche;H1b;;;;12.5;55;818;608.2;1493.7;;;;;;;;;;;;;;;;;;;;;0.6;23;42.4;4.6;;5.5;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;7797;536.61;580.72;82.31;363.57;38.46;https://www.observatoirebbc.org/projets/neuf/7797
7797;322;;57390;33;2018;;;0;;;16;800;Certifié;09-2018;Bepos Effinergie 2013 - E3C1;2016-05-01;;;;2856;;;4176;;Neuf - RT 2012;Logements collectifs - Privé;;Audun-le-Tiche;H1b;;;;12.5;55;818;608.2;1493.7;;;;;;;;;;;;;;;;;;;;;0.6;23;42.4;4.6;;5.5;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;7797;536.61;580.72;82.31;363.57;38.46;https://www.observatoirebbc.org/projets/renovation/7797
2184;350;;57390;61.75;2012;;;0;;;;0;Certifié;09-2011;BBC-Effinergie;2009-12-01;;;;;573;;573;;Neuf - RT 2005;Logements collectifs - Privé;Habitation Logement collectif;AUDUN LE TICHE;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1.74;16.97;29.35;7.78;;5.91;;;;;;19.89;5.2;;14.04;67.25;;70.29;40;;;0;;;;;;;;;;;;;;2184;;;;;;https://www.observatoirebbc.org/projets/neuf/2184
2184;350;;57390;61.75;2012;;;0;;;;0;Certifié;09-2011;BBC-Effinergie;2009-12-01;;;;;573;;573;;Neuf - RT 2005;Logements collectifs - Privé;Habitation Logement collectif;AUDUN LE TICHE;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1.74;16.97;29.35;7.78;;5.91;;;;;;19.89;5.2;;14.04;67.25;;70.29;40;;;0;;;;;;;;;;;;;;2184;;;;;;https://www.observatoirebbc.org/projets/renovation/2184
1304;258;;57400;55.9;2013;;;0;;;;0;Certifié;06-2014;BBC-Effinergie;2013-01-01;;;;;;118;1413;;Neuf - RT 2012;Maisons groupées - Public;;Sarrebourg;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;35.79;14.3;3.8;;2.1;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;1304;21.06;27.1;5.46;18.79;5.94;https://www.observatoirebbc.org/projets/neuf/1304
1304;258;;57400;55.9;2013;;;0;;;;0;Certifié;06-2014;BBC-Effinergie;2013-01-01;;;;;;118;1413;;Neuf - RT 2012;Maisons groupées - Public;;Sarrebourg;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;35.79;14.3;3.8;;2.1;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;1304;21.06;27.1;5.46;18.79;5.94;https://www.observatoirebbc.org/projets/renovation/1304
10288;300;;57460;97.02;1955;;;0;;;22;1100;Certifié;05-2021;BBC-Effinergie Rénovation;;;;;;;;3112;1556;Rénovation - RT ex;Logements collectifs - Public;Habitation Logement collectif;Behren les Forbach;H1b;;;;;;;;0;;;;;;;;;;;;;;;;15.36;7.29;0.18;;0.31;0.91;61.69;29.27;6.62;;11.61;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;10288;;;;;;https://www.observatoirebbc.org/projets/neuf/10288
1935;234;;57500;64.89;;;;0;;;;0;Certifié;;BBC-Effinergie;;;;;;141;;141;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;SAINT AVOLD;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;3.94;40.82;11.17;6.89;;2.08;;;;;;8.58;2.99;5.3;3.29;34.13;;30.46;12.98;;5.11;0;;;;;;;;;;;;;;1935;;;;;;https://www.observatoirebbc.org/projets/neuf/1935
8173;210;;57500;54.76;1950;;;0;;;;0;Certifié;03-2018;BBC-Effinergie Rénovation;;;;;;;1369;2571;;Rénovation - RT ex;Logements collectifs - Public;Habitation Logement collectif;SAINT-AVOLD;H1b;;;;;;;;0;;;;;;;;;;;;;;;;5.7;5.21;0.14;;0.14;0.59;22.88;20.94;5.34;;5.01;;;;;;;77.3;57.8;73.5;87.1;;234.8;70.7;39.3;;0;;;;;;;;;;;;;;8173;;;;;;https://www.observatoirebbc.org/projets/neuf/8173
1935;234;;57500;64.89;;;;0;;;;0;Certifié;;BBC-Effinergie;;;;;;141;;141;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;SAINT AVOLD;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;3.94;40.82;11.17;6.89;;2.08;;;;;;8.58;2.99;5.3;3.29;34.13;;30.46;12.98;;5.11;0;;;;;;;;;;;;;;1935;;;;;;https://www.observatoirebbc.org/projets/renovation/1935
8173;210;;57500;54.76;1950;;;0;;;;0;Certifié;03-2018;BBC-Effinergie Rénovation;;;;;;;1369;2571;;Rénovation - RT ex;Logements collectifs - Public;Habitation Logement collectif;SAINT-AVOLD;H1b;;;;;;;;0;;;;;;;;;;;;;;;;5.7;5.21;0.14;;0.14;0.59;22.88;20.94;5.34;;5.01;;;;;;;77.3;57.8;73.5;87.1;;234.8;70.7;39.3;;0;;;;;;;;;;;;;;8173;;;;;;https://www.observatoirebbc.org/projets/renovation/8173
1272;192;;57535;84;1950;;34126;291.675213675214;0;;;0;Certifié;04-2014;BBC-Effinergie Rénovation;;;;;;117;;117;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Marange Silvange;H1b;;;;;;;;0;;;;;;;;;;;;;;;;10.66;7.49;0.16;;0.13;2.31;42.8;30.08;5.95;;2.8;;;;;;;3;;;50;;33;21;4;9;0;;;;;;;;;;;;;6400;1272;;;;;;https://www.observatoirebbc.org/projets/neuf/1272
1272;192;;57535;84;1950;;34126;291.675213675214;0;;;0;Certifié;04-2014;BBC-Effinergie Rénovation;;;;;;117;;117;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Marange Silvange;H1b;;;;;;;;0;;;;;;;;;;;;;;;;10.66;7.49;0.16;;0.13;2.31;42.8;30.08;5.95;;2.8;;;;;;;3;;;50;;33;21;4;9;0;;;;;;;;;;;;;6400;1272;;;;;;https://www.observatoirebbc.org/projets/renovation/1272
2213;300;;57720;62.14;;;;0;;;;0;Certifié;10-2010;BBC-Effinergie;;;;;;230;;230;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;Ormersviller;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;4.19;19.14;18.21;5.69;;1.48;;;;;;21.15;5.5;0.53;8.43;32.09;;26.57;18.23;;9.74;0;;;;;;;;;;;;;;2213;;;;;;https://www.observatoirebbc.org/projets/neuf/2213
2213;300;;57720;62.14;;;;0;;;;0;Certifié;10-2010;BBC-Effinergie;;;;;;230;;230;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;Ormersviller;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;4.19;19.14;18.21;5.69;;1.48;;;;;;21.15;5.5;0.53;8.43;32.09;;26.57;18.23;;9.74;0;;;;;;;;;;;;;;2213;;;;;;https://www.observatoirebbc.org/projets/renovation/2213
8174;150;;57800;80.1;;;;0;;;;0;Certifié;09-2014;BBC-Effinergie Rénovation;;;;;;;3259;3259;;Rénovation - RT ex;Logements collectifs - Public;Habitation Logement collectif;Forbach;H1b;;;;;;;;0;;;;;;;;;;;;;;;;12.03;6.27;0.14;;0.03;0.9;48.3;25.2;5.3;;0.4;;;;;;;150;82;166;1126;;1064;153;136;105;0;;;;;;;;;;;;;;8174;;;;;;https://www.observatoirebbc.org/projets/neuf/8174
8174;150;;57800;80.1;;;;0;;;;0;Certifié;09-2014;BBC-Effinergie Rénovation;;;;;;;3259;3259;;Rénovation - RT ex;Logements collectifs - Public;Habitation Logement collectif;Forbach;H1b;;;;;;;;0;;;;;;;;;;;;;;;;12.03;6.27;0.14;;0.03;0.9;48.3;25.2;5.3;;0.4;;;;;;;150;82;166;1126;;1064;153;136;105;0;;;;;;;;;;;;;;8174;;;;;;https://www.observatoirebbc.org/projets/renovation/8174
1793;320;;57855;47.6;;;;0;;;;0;Certifié;;BBC-Effinergie;;;;;;171;;171;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;saint privat la montagne;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;3.4;25.49;10.91;5.8;;1.98;;;;;;7;3.53;;9.8;36.61;;37.29;12.3;;6.38;0;;;;;;;;;;;;;;1793;;;;;;https://www.observatoirebbc.org/projets/neuf/1793
1793;320;;57855;47.6;;;;0;;;;0;Certifié;;BBC-Effinergie;;;;;;171;;171;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;saint privat la montagne;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;3.4;25.49;10.91;5.8;;1.98;;;;;;7;3.53;;9.8;36.61;;37.29;12.3;;6.38;0;;;;;;;;;;;;;;1793;;;;;;https://www.observatoirebbc.org/projets/renovation/1793
7179;;;58000;;;;;;;;;0;;;Effinergie+;;Oui;Oui;;;;;;;Neuf - RT 2012;Tertiaire;;vx;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;7179;;;;;;https://www.observatoirebbc.org/projets/neuf/7179
7179;;;58000;;;;;;;;;0;;;Effinergie+;;Oui;Oui;;;;;;;Neuf - RT 2012;Tertiaire;;vx;H1b;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;7179;;;;;;https://www.observatoirebbc.org/projets/renovation/7179
2285;15;;59000;70.18;;;;0;;;;0;Certifié;11-2011;BBC-Effinergie;;;;;;109;;109;;Neuf - RT 2005;Maisons groupées - Privé;Habitation Logement individuel;LILLE;H1a;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;2.6;34.5;18.45;6.01;;2.28;;;;;;;18.23;5.81;1.94;27.94;;21.36;14.95;7.79;2.52;0;;;;;;;;;;;;;;2285;;;;;;https://www.observatoirebbc.org/projets/neuf/2285
5826;45;;59000;103.61;1945;;;0;;;;0;Certifié;09-2015;BBC-Effinergie Rénovation;;;;;;147;;147;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Lille;H1a;;;;;;;;0;;;;;;;;;;;;;;;;16.79;4.56;0.16;;0.3;7.77;67.42;18.3;5.86;;4.22;;;;;;13;33;;2.7;29.5;;29;15.8;;6.5;0;;;;;;;;;;;;;;5826;;;;;;https://www.observatoirebbc.org/projets/neuf/5826
6749;25;;59000;94.39;1945;;;0;;;21;1050;Certifié;08-2017;BBC-Effinergie Rénovation;;;;;;129;;129;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Lille;H1a;;;;;;;;0;;;;;;;;;;;;;;;;14.13;4.85;0.12;;0.34;8.76;56.74;19.47;4.57;;4.85;;;;;;5.06;13.76;;10.74;25.25;;30.91;8.27;;6.28;0;;;;;;;;;;;;;;6749;;;;;;https://www.observatoirebbc.org/projets/neuf/6749
6770;10;;59000;54;2016;;;0;;;3;150;Certifié;01-2017;Effinergie+;2018-12-01;;;;3496;;;3496;;Neuf - RT 2012;Tertiaire - Privé;;Lille;H1a;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0.6;4.7;5.3;17.8;11.8;13.8;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;6770;950.54;2117.39;61.7;456.45;1.84;https://www.observatoirebbc.org/projets/neuf/6770
7094;25;;59000;70.133;1945;;;0;;;16;800;Certifié;12-2017;BBC-Effinergie Rénovation;;;;;;;160;160;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Lille;H1a;;;;;;;;0;;;;;;;;;;;;;;;;8.77;4.94;0.15;;0.23;5.47;35.22;19.83;5.76;;3.86;;;;;;8.8;20.78;;5.75;10.22;;38.55;14.01;;3.024;0;;;;;;;;;;;;;;7094;;;;;;https://www.observatoirebbc.org/projets/neuf/7094
7095;25;;59000;101.712;1945;;;0;;;23;1150;Certifié;12-2012;BBC-Effinergie Rénovation;;;;;;;85;85;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Lille;H1a;;;;;;;;0;;;;;;;;;;;;;;;;13.93;6.58;0.13;;0.36;12.88;55.94;26.43;4.73;;1.72;;;;;;5.23;19.64;;2.29;15.9;;19.19;9.87;;3.5064;0;;;;;;;;;;;;;;7095;;;;;;https://www.observatoirebbc.org/projets/neuf/7095
7105;25;;59000;96.259;1945;;;0;;;22;1100;Certifié;06-2018;BBC-Effinergie Rénovation;;;;;;;132;132;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Lille;H1a;;;;;;;;0;;;;;;;;;;;;;;;;14.29;4.91;0.16;;0.33;8.49;57.39;19.72;5.92;;4.73;;;;;;6.5;18.56;;5.75;28.46;;24.58;11.16;;3.024;0;;;;;;;;;;;;;;7105;;;;;;https://www.observatoirebbc.org/projets/neuf/7105
7107;25;;59000;101.8;1945;;;0;;;25;1250;Certifié;06-2018;BBC-Effinergie Rénovation;;;;;;;135;135;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Lille;H1a;;;;;;;;0;;;;;;;;;;;;;;;;17.38;4.7;0.12;;0.21;4.09;69.81;18.89;4.45;;4.56;;;;;;4.96;13.31;;9.37;39.15;;49.49;7.4;;6.426;0;;;;;;;;;;;;;;7107;;;;;;https://www.observatoirebbc.org/projets/neuf/7107
7267;25;;59000;87.514;1945;;;0;;;18;900;Certifié;;BBC-Effinergie Rénovation;;;;;;;92;92;;Rénovation - RT ex;Maison en secteur diffus - Public;Habitation Logement individuel;Lille;H1a;;;;;;;;0;;;;;;;;;;;;;;;;9.61;6.47;0.16;;0.42;10.57;38.58;26;5.9;;6.47;;;;;;4.86;13.56;;3.08;7.87;;16.83;9.28;;3.024;0;;;;;;;;;;;;;;7267;;;;;;https://www.observatoirebbc.org/projets/neuf/7267
7464;100;;59000;36.3;2017;;;0;;;10;500;Certifié;11-2018;Effinergie+;2014-03-01;;;;5114;;;5114;;Neuf - RT 2012;Logements collectifs - Privé;;Lille;H1a;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1.1;20.1;10.5;3.4;;1.2;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;7464;1907.22;515.2;348.5;1080.11;193.8;https://www.observatoirebbc.org/projets/neuf/7464
